statistic_yyy,according,district_code,site_id,sex,single_multiple_birth,birth_count
112,按登記日期分,10005030,苗栗縣通霄鎮,女,單胎,48
112,按登記日期分,10005030,苗栗縣通霄鎮,女,雙胞胎,1
112,按登記日期分,10005030,苗栗縣通霄鎮,女,3胞胎,0
112,按登記日期分,10005030,苗栗縣通霄鎮,女,4胞胎,0
112,按登記日期分,10005030,苗栗縣通霄鎮,女,5胞胎以上,0
112,按登記日期分,10005040,苗栗縣竹南鎮,男,單胎,257
112,按登記日期分,10005040,苗栗縣竹南鎮,男,雙胞胎,0
112,按登記日期分,10005040,苗栗縣竹南鎮,男,3胞胎,0
112,按登記日期分,10005040,苗栗縣竹南鎮,男,4胞胎,0
112,按登記日期分,10005040,苗栗縣竹南鎮,男,5胞胎以上,0
112,按登記日期分,10005040,苗栗縣竹南鎮,女,單胎,194
112,按登記日期分,10005040,苗栗縣竹南鎮,女,雙胞胎,6
112,按登記日期分,10005040,苗栗縣竹南鎮,女,3胞胎,0
112,按登記日期分,10005040,苗栗縣竹南鎮,女,4胞胎,0
112,按登記日期分,10005040,苗栗縣竹南鎮,女,5胞胎以上,0
112,按登記日期分,10005060,苗栗縣後龍鎮,男,單胎,62
112,按登記日期分,10005060,苗栗縣後龍鎮,男,雙胞胎,2
112,按登記日期分,10005060,苗栗縣後龍鎮,男,3胞胎,0
112,按登記日期分,10005060,苗栗縣後龍鎮,男,4胞胎,0
112,按登記日期分,10005060,苗栗縣後龍鎮,男,5胞胎以上,0
112,按登記日期分,10005060,苗栗縣後龍鎮,女,單胎,52
112,按登記日期分,10005060,苗栗縣後龍鎮,女,雙胞胎,12
112,按登記日期分,10005060,苗栗縣後龍鎮,女,3胞胎,0
112,按登記日期分,10005060,苗栗縣後龍鎮,女,4胞胎,0
112,按登記日期分,10005060,苗栗縣後龍鎮,女,5胞胎以上,0
112,按登記日期分,10005070,苗栗縣卓蘭鎮,男,單胎,33
112,按登記日期分,10005070,苗栗縣卓蘭鎮,男,雙胞胎,4
112,按登記日期分,10005070,苗栗縣卓蘭鎮,男,3胞胎,0
112,按登記日期分,10005070,苗栗縣卓蘭鎮,男,4胞胎,0
112,按登記日期分,10005070,苗栗縣卓蘭鎮,男,5胞胎以上,0
112,按登記日期分,10005070,苗栗縣卓蘭鎮,女,單胎,28
112,按登記日期分,10005070,苗栗縣卓蘭鎮,女,雙胞胎,0
112,按登記日期分,10005070,苗栗縣卓蘭鎮,女,3胞胎,0
112,按登記日期分,10005070,苗栗縣卓蘭鎮,女,4胞胎,0
112,按登記日期分,10005070,苗栗縣卓蘭鎮,女,5胞胎以上,0
112,按登記日期分,10005080,苗栗縣大湖鄉,男,單胎,21
112,按登記日期分,10005080,苗栗縣大湖鄉,男,雙胞胎,0
112,按登記日期分,10005080,苗栗縣大湖鄉,男,3胞胎,0
112,按登記日期分,10005080,苗栗縣大湖鄉,男,4胞胎,0
112,按登記日期分,10005080,苗栗縣大湖鄉,男,5胞胎以上,0
112,按登記日期分,10005080,苗栗縣大湖鄉,女,單胎,28
112,按登記日期分,10005080,苗栗縣大湖鄉,女,雙胞胎,0
112,按登記日期分,10005080,苗栗縣大湖鄉,女,3胞胎,0
112,按登記日期分,10005080,苗栗縣大湖鄉,女,4胞胎,0
112,按登記日期分,10005080,苗栗縣大湖鄉,女,5胞胎以上,0
112,按登記日期分,10005090,苗栗縣公館鄉,男,單胎,63
112,按登記日期分,10005090,苗栗縣公館鄉,男,雙胞胎,3
112,按登記日期分,10005090,苗栗縣公館鄉,男,3胞胎,0
112,按登記日期分,10005090,苗栗縣公館鄉,男,4胞胎,0
112,按登記日期分,10005090,苗栗縣公館鄉,男,5胞胎以上,0
112,按登記日期分,10005090,苗栗縣公館鄉,女,單胎,57
112,按登記日期分,10005090,苗栗縣公館鄉,女,雙胞胎,1
112,按登記日期分,10005090,苗栗縣公館鄉,女,3胞胎,0
112,按登記日期分,10005090,苗栗縣公館鄉,女,4胞胎,0
112,按登記日期分,10005090,苗栗縣公館鄉,女,5胞胎以上,0
112,按登記日期分,10005100,苗栗縣銅鑼鄉,男,單胎,39
112,按登記日期分,10005100,苗栗縣銅鑼鄉,男,雙胞胎,0
112,按登記日期分,10005100,苗栗縣銅鑼鄉,男,3胞胎,0
112,按登記日期分,10005100,苗栗縣銅鑼鄉,男,4胞胎,0
112,按登記日期分,10005100,苗栗縣銅鑼鄉,男,5胞胎以上,0
112,按登記日期分,10005100,苗栗縣銅鑼鄉,女,單胎,30
112,按登記日期分,10005100,苗栗縣銅鑼鄉,女,雙胞胎,0
112,按登記日期分,10005100,苗栗縣銅鑼鄉,女,3胞胎,0
112,按登記日期分,10005100,苗栗縣銅鑼鄉,女,4胞胎,0
112,按登記日期分,10005100,苗栗縣銅鑼鄉,女,5胞胎以上,0
112,按登記日期分,10005110,苗栗縣南庄鄉,男,單胎,12
112,按登記日期分,10005110,苗栗縣南庄鄉,男,雙胞胎,1
112,按登記日期分,10005110,苗栗縣南庄鄉,男,3胞胎,0
112,按登記日期分,10005110,苗栗縣南庄鄉,男,4胞胎,0
112,按登記日期分,10005110,苗栗縣南庄鄉,男,5胞胎以上,0
112,按登記日期分,10005110,苗栗縣南庄鄉,女,單胎,18
112,按登記日期分,10005110,苗栗縣南庄鄉,女,雙胞胎,1
112,按登記日期分,10005110,苗栗縣南庄鄉,女,3胞胎,0
112,按登記日期分,10005110,苗栗縣南庄鄉,女,4胞胎,0
112,按登記日期分,10005110,苗栗縣南庄鄉,女,5胞胎以上,0
112,按登記日期分,10005120,苗栗縣頭屋鄉,男,單胎,15
112,按登記日期分,10005120,苗栗縣頭屋鄉,男,雙胞胎,0
112,按登記日期分,10005120,苗栗縣頭屋鄉,男,3胞胎,0
112,按登記日期分,10005120,苗栗縣頭屋鄉,男,4胞胎,0
112,按登記日期分,10005120,苗栗縣頭屋鄉,男,5胞胎以上,0
112,按登記日期分,10005120,苗栗縣頭屋鄉,女,單胎,17
112,按登記日期分,10005120,苗栗縣頭屋鄉,女,雙胞胎,0
112,按登記日期分,10005120,苗栗縣頭屋鄉,女,3胞胎,0
112,按登記日期分,10005120,苗栗縣頭屋鄉,女,4胞胎,0
112,按登記日期分,10005120,苗栗縣頭屋鄉,女,5胞胎以上,0
112,按登記日期分,10005130,苗栗縣三義鄉,男,單胎,35
112,按登記日期分,10005130,苗栗縣三義鄉,男,雙胞胎,3
112,按登記日期分,10005130,苗栗縣三義鄉,男,3胞胎,0
112,按登記日期分,10005130,苗栗縣三義鄉,男,4胞胎,0
112,按登記日期分,10005130,苗栗縣三義鄉,男,5胞胎以上,0
112,按登記日期分,10005130,苗栗縣三義鄉,女,單胎,34
112,按登記日期分,10005130,苗栗縣三義鄉,女,雙胞胎,3
112,按登記日期分,10005130,苗栗縣三義鄉,女,3胞胎,0
112,按登記日期分,10005130,苗栗縣三義鄉,女,4胞胎,0
112,按登記日期分,10005130,苗栗縣三義鄉,女,5胞胎以上,0
112,按登記日期分,10005140,苗栗縣西湖鄉,男,單胎,12
112,按登記日期分,10005140,苗栗縣西湖鄉,男,雙胞胎,0
112,按登記日期分,10005140,苗栗縣西湖鄉,男,3胞胎,0
112,按登記日期分,10005140,苗栗縣西湖鄉,男,4胞胎,0
112,按登記日期分,10005140,苗栗縣西湖鄉,男,5胞胎以上,0
112,按登記日期分,10005140,苗栗縣西湖鄉,女,單胎,12
112,按登記日期分,10005140,苗栗縣西湖鄉,女,雙胞胎,0
112,按登記日期分,10005140,苗栗縣西湖鄉,女,3胞胎,0
112,按登記日期分,10005140,苗栗縣西湖鄉,女,4胞胎,0
112,按登記日期分,10005140,苗栗縣西湖鄉,女,5胞胎以上,0
112,按登記日期分,10005150,苗栗縣造橋鄉,男,單胎,16
112,按登記日期分,10005150,苗栗縣造橋鄉,男,雙胞胎,1
112,按登記日期分,10005150,苗栗縣造橋鄉,男,3胞胎,0
112,按登記日期分,10005150,苗栗縣造橋鄉,男,4胞胎,0
112,按登記日期分,10005150,苗栗縣造橋鄉,男,5胞胎以上,0
112,按登記日期分,10005150,苗栗縣造橋鄉,女,單胎,18
112,按登記日期分,10005150,苗栗縣造橋鄉,女,雙胞胎,1
112,按登記日期分,10005150,苗栗縣造橋鄉,女,3胞胎,0
112,按登記日期分,10005150,苗栗縣造橋鄉,女,4胞胎,0
112,按登記日期分,10005150,苗栗縣造橋鄉,女,5胞胎以上,0
112,按登記日期分,10005160,苗栗縣三灣鄉,男,單胎,16
112,按登記日期分,10005160,苗栗縣三灣鄉,男,雙胞胎,2
112,按登記日期分,10005160,苗栗縣三灣鄉,男,3胞胎,0
112,按登記日期分,10005160,苗栗縣三灣鄉,男,4胞胎,0
112,按登記日期分,10005160,苗栗縣三灣鄉,男,5胞胎以上,0
112,按登記日期分,10005160,苗栗縣三灣鄉,女,單胎,12
112,按登記日期分,10005160,苗栗縣三灣鄉,女,雙胞胎,2
112,按登記日期分,10005160,苗栗縣三灣鄉,女,3胞胎,0
112,按登記日期分,10005160,苗栗縣三灣鄉,女,4胞胎,0
112,按登記日期分,10005160,苗栗縣三灣鄉,女,5胞胎以上,0
112,按登記日期分,10005170,苗栗縣獅潭鄉,男,單胎,5
112,按登記日期分,10005170,苗栗縣獅潭鄉,男,雙胞胎,0
112,按登記日期分,10005170,苗栗縣獅潭鄉,男,3胞胎,0
112,按登記日期分,10005170,苗栗縣獅潭鄉,男,4胞胎,0
112,按登記日期分,10005170,苗栗縣獅潭鄉,男,5胞胎以上,0
112,按登記日期分,10005170,苗栗縣獅潭鄉,女,單胎,9
112,按登記日期分,10005170,苗栗縣獅潭鄉,女,雙胞胎,0
112,按登記日期分,10005170,苗栗縣獅潭鄉,女,3胞胎,0
112,按登記日期分,10005170,苗栗縣獅潭鄉,女,4胞胎,0
112,按登記日期分,10005170,苗栗縣獅潭鄉,女,5胞胎以上,0
112,按登記日期分,10005180,苗栗縣泰安鄉,男,單胎,26
112,按登記日期分,10005180,苗栗縣泰安鄉,男,雙胞胎,0
112,按登記日期分,10005180,苗栗縣泰安鄉,男,3胞胎,0
112,按登記日期分,10005180,苗栗縣泰安鄉,男,4胞胎,0
112,按登記日期分,10005180,苗栗縣泰安鄉,男,5胞胎以上,0
112,按登記日期分,10005180,苗栗縣泰安鄉,女,單胎,20
112,按登記日期分,10005180,苗栗縣泰安鄉,女,雙胞胎,0
112,按登記日期分,10005180,苗栗縣泰安鄉,女,3胞胎,0
112,按登記日期分,10005180,苗栗縣泰安鄉,女,4胞胎,0
112,按登記日期分,10005180,苗栗縣泰安鄉,女,5胞胎以上,0
112,按登記日期分,10007010,彰化縣彰化市,男,單胎,802
112,按登記日期分,10007010,彰化縣彰化市,男,雙胞胎,34
112,按登記日期分,10007010,彰化縣彰化市,男,3胞胎,0
112,按登記日期分,10007010,彰化縣彰化市,男,4胞胎,0
112,按登記日期分,10007010,彰化縣彰化市,男,5胞胎以上,0
112,按登記日期分,10007010,彰化縣彰化市,女,單胎,737
112,按登記日期分,10007010,彰化縣彰化市,女,雙胞胎,21
112,按登記日期分,10007010,彰化縣彰化市,女,3胞胎,0
112,按登記日期分,10007010,彰化縣彰化市,女,4胞胎,0
112,按登記日期分,10007010,彰化縣彰化市,女,5胞胎以上,0
112,按登記日期分,10007100,彰化縣員林市,男,單胎,507
112,按登記日期分,10007100,彰化縣員林市,男,雙胞胎,19
112,按登記日期分,10007100,彰化縣員林市,男,3胞胎,7
112,按登記日期分,10007100,彰化縣員林市,男,4胞胎,0
112,按登記日期分,10007100,彰化縣員林市,男,5胞胎以上,0
112,按登記日期分,10007100,彰化縣員林市,女,單胎,481
112,按登記日期分,10007100,彰化縣員林市,女,雙胞胎,23
112,按登記日期分,10007100,彰化縣員林市,女,3胞胎,2
112,按登記日期分,10007100,彰化縣員林市,女,4胞胎,0
112,按登記日期分,10007100,彰化縣員林市,女,5胞胎以上,0
112,按登記日期分,10007020,彰化縣鹿港鎮,男,單胎,325
112,按登記日期分,10007020,彰化縣鹿港鎮,男,雙胞胎,11
112,按登記日期分,10007020,彰化縣鹿港鎮,男,3胞胎,0
112,按登記日期分,10007020,彰化縣鹿港鎮,男,4胞胎,0
112,按登記日期分,10007020,彰化縣鹿港鎮,男,5胞胎以上,0
112,按登記日期分,10007020,彰化縣鹿港鎮,女,單胎,319
112,按登記日期分,10007020,彰化縣鹿港鎮,女,雙胞胎,18
112,按登記日期分,10007020,彰化縣鹿港鎮,女,3胞胎,0
112,按登記日期分,10007020,彰化縣鹿港鎮,女,4胞胎,0
112,按登記日期分,10007020,彰化縣鹿港鎮,女,5胞胎以上,0
112,按登記日期分,10007030,彰化縣和美鎮,男,單胎,310
112,按登記日期分,10007030,彰化縣和美鎮,男,雙胞胎,12
112,按登記日期分,10007030,彰化縣和美鎮,男,3胞胎,0
112,按登記日期分,10007030,彰化縣和美鎮,男,4胞胎,0
112,按登記日期分,10007030,彰化縣和美鎮,男,5胞胎以上,0
112,按登記日期分,10007030,彰化縣和美鎮,女,單胎,282
112,按登記日期分,10007030,彰化縣和美鎮,女,雙胞胎,13
112,按登記日期分,10007030,彰化縣和美鎮,女,3胞胎,0
112,按登記日期分,10007030,彰化縣和美鎮,女,4胞胎,0
112,按登記日期分,10007030,彰化縣和美鎮,女,5胞胎以上,0
112,按登記日期分,10007190,彰化縣北斗鎮,男,單胎,151
112,按登記日期分,10007190,彰化縣北斗鎮,男,雙胞胎,6
112,按登記日期分,10007190,彰化縣北斗鎮,男,3胞胎,0
112,按登記日期分,10007190,彰化縣北斗鎮,男,4胞胎,0
112,按登記日期分,10007190,彰化縣北斗鎮,男,5胞胎以上,0
112,按登記日期分,10007190,彰化縣北斗鎮,女,單胎,142
112,按登記日期分,10007190,彰化縣北斗鎮,女,雙胞胎,6
112,按登記日期分,10007190,彰化縣北斗鎮,女,3胞胎,0
112,按登記日期分,10007190,彰化縣北斗鎮,女,4胞胎,0
112,按登記日期分,10007190,彰化縣北斗鎮,女,5胞胎以上,0
112,按登記日期分,10007110,彰化縣溪湖鎮,男,單胎,217
112,按登記日期分,10007110,彰化縣溪湖鎮,男,雙胞胎,8
112,按登記日期分,10007110,彰化縣溪湖鎮,男,3胞胎,0
112,按登記日期分,10007110,彰化縣溪湖鎮,男,4胞胎,0
112,按登記日期分,10007110,彰化縣溪湖鎮,男,5胞胎以上,0
112,按登記日期分,10007110,彰化縣溪湖鎮,女,單胎,198
112,按登記日期分,10007110,彰化縣溪湖鎮,女,雙胞胎,4
112,按登記日期分,10007110,彰化縣溪湖鎮,女,3胞胎,0
112,按登記日期分,10007110,彰化縣溪湖鎮,女,4胞胎,0
112,按登記日期分,10007110,彰化縣溪湖鎮,女,5胞胎以上,0
112,按登記日期分,10007120,彰化縣田中鎮,男,單胎,154
112,按登記日期分,10007120,彰化縣田中鎮,男,雙胞胎,2
112,按登記日期分,10007120,彰化縣田中鎮,男,3胞胎,0
112,按登記日期分,10007120,彰化縣田中鎮,男,4胞胎,0
112,按登記日期分,10007120,彰化縣田中鎮,男,5胞胎以上,0
112,按登記日期分,10007120,彰化縣田中鎮,女,單胎,140
112,按登記日期分,10007120,彰化縣田中鎮,女,雙胞胎,2
112,按登記日期分,10007120,彰化縣田中鎮,女,3胞胎,0
112,按登記日期分,10007120,彰化縣田中鎮,女,4胞胎,0
112,按登記日期分,10007120,彰化縣田中鎮,女,5胞胎以上,0
112,按登記日期分,10007200,彰化縣二林鎮,男,單胎,165
112,按登記日期分,10007200,彰化縣二林鎮,男,雙胞胎,5
112,按登記日期分,10007200,彰化縣二林鎮,男,3胞胎,0
112,按登記日期分,10007200,彰化縣二林鎮,男,4胞胎,0
112,按登記日期分,10007200,彰化縣二林鎮,男,5胞胎以上,0
112,按登記日期分,10007200,彰化縣二林鎮,女,單胎,174
112,按登記日期分,10007200,彰化縣二林鎮,女,雙胞胎,7
112,按登記日期分,10007200,彰化縣二林鎮,女,3胞胎,0
112,按登記日期分,10007200,彰化縣二林鎮,女,4胞胎,0
112,按登記日期分,10007200,彰化縣二林鎮,女,5胞胎以上,0
112,按登記日期分,10007040,彰化縣線西鄉,男,單胎,67
112,按登記日期分,10007040,彰化縣線西鄉,男,雙胞胎,1
112,按登記日期分,10007040,彰化縣線西鄉,男,3胞胎,0
112,按登記日期分,10007040,彰化縣線西鄉,男,4胞胎,0
112,按登記日期分,10007040,彰化縣線西鄉,男,5胞胎以上,0
112,按登記日期分,10007040,彰化縣線西鄉,女,單胎,49
112,按登記日期分,10007040,彰化縣線西鄉,女,雙胞胎,1
112,按登記日期分,10007040,彰化縣線西鄉,女,3胞胎,0
112,按登記日期分,10007040,彰化縣線西鄉,女,4胞胎,0
112,按登記日期分,10007040,彰化縣線西鄉,女,5胞胎以上,0
112,按登記日期分,10007050,彰化縣伸港鄉,男,單胎,223
112,按登記日期分,10007050,彰化縣伸港鄉,男,雙胞胎,2
112,按登記日期分,10007050,彰化縣伸港鄉,男,3胞胎,0
112,按登記日期分,10007050,彰化縣伸港鄉,男,4胞胎,0
112,按登記日期分,10007050,彰化縣伸港鄉,男,5胞胎以上,0
112,按登記日期分,10007050,彰化縣伸港鄉,女,單胎,204
112,按登記日期分,10007050,彰化縣伸港鄉,女,雙胞胎,4
112,按登記日期分,10007050,彰化縣伸港鄉,女,3胞胎,0
112,按登記日期分,10007050,彰化縣伸港鄉,女,4胞胎,0
112,按登記日期分,10007050,彰化縣伸港鄉,女,5胞胎以上,0
112,按登記日期分,10007060,彰化縣福興鄉,男,單胎,184
112,按登記日期分,10007060,彰化縣福興鄉,男,雙胞胎,11
112,按登記日期分,10007060,彰化縣福興鄉,男,3胞胎,0
112,按登記日期分,10007060,彰化縣福興鄉,男,4胞胎,0
112,按登記日期分,10007060,彰化縣福興鄉,男,5胞胎以上,0
112,按登記日期分,10007060,彰化縣福興鄉,女,單胎,209
112,按登記日期分,10007060,彰化縣福興鄉,女,雙胞胎,6
112,按登記日期分,10007060,彰化縣福興鄉,女,3胞胎,0
112,按登記日期分,10007060,彰化縣福興鄉,女,4胞胎,0
112,按登記日期分,10007060,彰化縣福興鄉,女,5胞胎以上,0
112,按登記日期分,10007070,彰化縣秀水鄉,男,單胎,173
112,按登記日期分,10007070,彰化縣秀水鄉,男,雙胞胎,6
112,按登記日期分,10007070,彰化縣秀水鄉,男,3胞胎,0
112,按登記日期分,10007070,彰化縣秀水鄉,男,4胞胎,0
112,按登記日期分,10007070,彰化縣秀水鄉,男,5胞胎以上,0
112,按登記日期分,10007070,彰化縣秀水鄉,女,單胎,143
112,按登記日期分,10007070,彰化縣秀水鄉,女,雙胞胎,6
112,按登記日期分,10007070,彰化縣秀水鄉,女,3胞胎,0
112,按登記日期分,10007070,彰化縣秀水鄉,女,4胞胎,0
112,按登記日期分,10007070,彰化縣秀水鄉,女,5胞胎以上,0
112,按登記日期分,10007080,彰化縣花壇鄉,男,單胎,167
112,按登記日期分,10007080,彰化縣花壇鄉,男,雙胞胎,4
112,按登記日期分,10007080,彰化縣花壇鄉,男,3胞胎,2
112,按登記日期分,10007080,彰化縣花壇鄉,男,4胞胎,0
112,按登記日期分,10007080,彰化縣花壇鄉,男,5胞胎以上,0
112,按登記日期分,10007080,彰化縣花壇鄉,女,單胎,172
112,按登記日期分,10007080,彰化縣花壇鄉,女,雙胞胎,4
112,按登記日期分,10007080,彰化縣花壇鄉,女,3胞胎,1
112,按登記日期分,10007080,彰化縣花壇鄉,女,4胞胎,0
112,按登記日期分,10007080,彰化縣花壇鄉,女,5胞胎以上,0
112,按登記日期分,10007090,彰化縣芬園鄉,男,單胎,96
112,按登記日期分,10007090,彰化縣芬園鄉,男,雙胞胎,5
112,按登記日期分,10007090,彰化縣芬園鄉,男,3胞胎,0
112,按登記日期分,10007090,彰化縣芬園鄉,男,4胞胎,0
112,按登記日期分,10007090,彰化縣芬園鄉,男,5胞胎以上,0
112,按登記日期分,10007090,彰化縣芬園鄉,女,單胎,105
112,按登記日期分,10007090,彰化縣芬園鄉,女,雙胞胎,7
112,按登記日期分,10007090,彰化縣芬園鄉,女,3胞胎,0
112,按登記日期分,10007090,彰化縣芬園鄉,女,4胞胎,0
112,按登記日期分,10007090,彰化縣芬園鄉,女,5胞胎以上,0
112,按登記日期分,10007130,彰化縣大村鄉,男,單胎,199
112,按登記日期分,10007130,彰化縣大村鄉,男,雙胞胎,2
112,按登記日期分,10007130,彰化縣大村鄉,男,3胞胎,0
112,按登記日期分,10007130,彰化縣大村鄉,男,4胞胎,0
112,按登記日期分,10007130,彰化縣大村鄉,男,5胞胎以上,0
112,按登記日期分,10007130,彰化縣大村鄉,女,單胎,183
112,按登記日期分,10007130,彰化縣大村鄉,女,雙胞胎,9
112,按登記日期分,10007130,彰化縣大村鄉,女,3胞胎,0
112,按登記日期分,10007130,彰化縣大村鄉,女,4胞胎,0
112,按登記日期分,10007130,彰化縣大村鄉,女,5胞胎以上,0
112,按登記日期分,10007140,彰化縣埔鹽鄉,男,單胎,151
112,按登記日期分,10007140,彰化縣埔鹽鄉,男,雙胞胎,1
112,按登記日期分,10007140,彰化縣埔鹽鄉,男,3胞胎,0
112,按登記日期分,10007140,彰化縣埔鹽鄉,男,4胞胎,0
112,按登記日期分,10007140,彰化縣埔鹽鄉,男,5胞胎以上,0
112,按登記日期分,10007140,彰化縣埔鹽鄉,女,單胎,114
112,按登記日期分,10007140,彰化縣埔鹽鄉,女,雙胞胎,3
112,按登記日期分,10007140,彰化縣埔鹽鄉,女,3胞胎,0
112,按登記日期分,10007140,彰化縣埔鹽鄉,女,4胞胎,0
112,按登記日期分,10007140,彰化縣埔鹽鄉,女,5胞胎以上,0
112,按登記日期分,10007150,彰化縣埔心鄉,男,單胎,128
112,按登記日期分,10007150,彰化縣埔心鄉,男,雙胞胎,5
112,按登記日期分,10007150,彰化縣埔心鄉,男,3胞胎,0
112,按登記日期分,10007150,彰化縣埔心鄉,男,4胞胎,0
112,按登記日期分,10007150,彰化縣埔心鄉,男,5胞胎以上,0
112,按登記日期分,10007150,彰化縣埔心鄉,女,單胎,130
112,按登記日期分,10007150,彰化縣埔心鄉,女,雙胞胎,5
112,按登記日期分,10007150,彰化縣埔心鄉,女,3胞胎,0
112,按登記日期分,10007150,彰化縣埔心鄉,女,4胞胎,0
112,按登記日期分,10007150,彰化縣埔心鄉,女,5胞胎以上,0
112,按登記日期分,10007160,彰化縣永靖鄉,男,單胎,117
112,按登記日期分,10007160,彰化縣永靖鄉,男,雙胞胎,5
112,按登記日期分,10007160,彰化縣永靖鄉,男,3胞胎,0
112,按登記日期分,10007160,彰化縣永靖鄉,男,4胞胎,0
112,按登記日期分,10007160,彰化縣永靖鄉,男,5胞胎以上,0
112,按登記日期分,10007160,彰化縣永靖鄉,女,單胎,121
112,按登記日期分,10007160,彰化縣永靖鄉,女,雙胞胎,0
112,按登記日期分,10007160,彰化縣永靖鄉,女,3胞胎,0
112,按登記日期分,10007160,彰化縣永靖鄉,女,4胞胎,0
112,按登記日期分,10007160,彰化縣永靖鄉,女,5胞胎以上,0
112,按登記日期分,10007170,彰化縣社頭鄉,男,單胎,160
112,按登記日期分,10007170,彰化縣社頭鄉,男,雙胞胎,4
112,按登記日期分,10007170,彰化縣社頭鄉,男,3胞胎,0
112,按登記日期分,10007170,彰化縣社頭鄉,男,4胞胎,0
112,按登記日期分,10007170,彰化縣社頭鄉,男,5胞胎以上,0
112,按登記日期分,10007170,彰化縣社頭鄉,女,單胎,160
112,按登記日期分,10007170,彰化縣社頭鄉,女,雙胞胎,2
112,按登記日期分,10007170,彰化縣社頭鄉,女,3胞胎,0
112,按登記日期分,10007170,彰化縣社頭鄉,女,4胞胎,0
112,按登記日期分,10007170,彰化縣社頭鄉,女,5胞胎以上,0
112,按登記日期分,10007180,彰化縣二水鄉,男,單胎,30
112,按登記日期分,10007180,彰化縣二水鄉,男,雙胞胎,3
112,按登記日期分,10007180,彰化縣二水鄉,男,3胞胎,0
112,按登記日期分,10007180,彰化縣二水鄉,男,4胞胎,0
112,按登記日期分,10007180,彰化縣二水鄉,男,5胞胎以上,0
112,按登記日期分,10007180,彰化縣二水鄉,女,單胎,40
112,按登記日期分,10007180,彰化縣二水鄉,女,雙胞胎,1
112,按登記日期分,10007180,彰化縣二水鄉,女,3胞胎,0
112,按登記日期分,10007180,彰化縣二水鄉,女,4胞胎,0
112,按登記日期分,10007180,彰化縣二水鄉,女,5胞胎以上,0
112,按登記日期分,10007210,彰化縣田尾鄉,男,單胎,106
112,按登記日期分,10007210,彰化縣田尾鄉,男,雙胞胎,2
112,按登記日期分,10007210,彰化縣田尾鄉,男,3胞胎,0
112,按登記日期分,10007210,彰化縣田尾鄉,男,4胞胎,0
112,按登記日期分,10007210,彰化縣田尾鄉,男,5胞胎以上,0
112,按登記日期分,10007210,彰化縣田尾鄉,女,單胎,100
112,按登記日期分,10007210,彰化縣田尾鄉,女,雙胞胎,4
112,按登記日期分,10007210,彰化縣田尾鄉,女,3胞胎,0
112,按登記日期分,10007210,彰化縣田尾鄉,女,4胞胎,0
112,按登記日期分,10007210,彰化縣田尾鄉,女,5胞胎以上,0
112,按登記日期分,10007220,彰化縣埤頭鄉,男,單胎,123
112,按登記日期分,10007220,彰化縣埤頭鄉,男,雙胞胎,4
112,按登記日期分,10007220,彰化縣埤頭鄉,男,3胞胎,0
112,按登記日期分,10007220,彰化縣埤頭鄉,男,4胞胎,0
112,按登記日期分,10007220,彰化縣埤頭鄉,男,5胞胎以上,0
112,按登記日期分,10007220,彰化縣埤頭鄉,女,單胎,103
112,按登記日期分,10007220,彰化縣埤頭鄉,女,雙胞胎,4
112,按登記日期分,10007220,彰化縣埤頭鄉,女,3胞胎,0
112,按登記日期分,10007220,彰化縣埤頭鄉,女,4胞胎,0
112,按登記日期分,10007220,彰化縣埤頭鄉,女,5胞胎以上,0
112,按登記日期分,10007230,彰化縣芳苑鄉,男,單胎,106
112,按登記日期分,10007230,彰化縣芳苑鄉,男,雙胞胎,4
112,按登記日期分,10007230,彰化縣芳苑鄉,男,3胞胎,0
112,按登記日期分,10007230,彰化縣芳苑鄉,男,4胞胎,0
112,按登記日期分,10007230,彰化縣芳苑鄉,男,5胞胎以上,0
112,按登記日期分,10007230,彰化縣芳苑鄉,女,單胎,98
112,按登記日期分,10007230,彰化縣芳苑鄉,女,雙胞胎,2
112,按登記日期分,10007230,彰化縣芳苑鄉,女,3胞胎,0
112,按登記日期分,10007230,彰化縣芳苑鄉,女,4胞胎,0
112,按登記日期分,10007230,彰化縣芳苑鄉,女,5胞胎以上,0
112,按登記日期分,10007240,彰化縣大城鄉,男,單胎,48
112,按登記日期分,10007240,彰化縣大城鄉,男,雙胞胎,2
112,按登記日期分,10007240,彰化縣大城鄉,男,3胞胎,0
112,按登記日期分,10007240,彰化縣大城鄉,男,4胞胎,0
112,按登記日期分,10007240,彰化縣大城鄉,男,5胞胎以上,0
112,按登記日期分,10007240,彰化縣大城鄉,女,單胎,39
112,按登記日期分,10007240,彰化縣大城鄉,女,雙胞胎,2
112,按登記日期分,10007240,彰化縣大城鄉,女,3胞胎,0
112,按登記日期分,10007240,彰化縣大城鄉,女,4胞胎,0
112,按登記日期分,10007240,彰化縣大城鄉,女,5胞胎以上,0
112,按登記日期分,10007250,彰化縣竹塘鄉,男,單胎,46
112,按登記日期分,10007250,彰化縣竹塘鄉,男,雙胞胎,3
112,按登記日期分,10007250,彰化縣竹塘鄉,男,3胞胎,0
112,按登記日期分,10007250,彰化縣竹塘鄉,男,4胞胎,0
112,按登記日期分,10007250,彰化縣竹塘鄉,男,5胞胎以上,0
112,按登記日期分,10007250,彰化縣竹塘鄉,女,單胎,47
112,按登記日期分,10007250,彰化縣竹塘鄉,女,雙胞胎,3
112,按登記日期分,10007250,彰化縣竹塘鄉,女,3胞胎,0
